source,title,author,price,tags,image,url,ai_caption,ai_palette,ai_tags,layout,font_style,aesthetic_style,confidence
Awwwards,,Excited,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a5cf8507c53943616032.png,https://www.awwwards.com/sites/artificial-societies,"Understated website with muted colors, balanced spacing, and an orderly, minimal layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.85
Awwwards,,Visual Identity,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/09/68b57c99aecfd121171061.jpg,https://www.awwwards.com/sites/the-goofy-little-dev,"Understated, neutral website with a muted palette and balanced, spacious layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimalist,0.82
Awwwards,,DACTYLO,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a62209d3d23973736619.jpeg,https://www.awwwards.com/sites/sante-nordique,"Understated, neutral website with a muted palette and balanced, spacious layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,modern,0.82
Awwwards,,Griflan,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a635dac2d98670004056.jpg,https://www.awwwards.com/sites/everest-2,"Understated, neutral website with a muted palette and balanced, spacious layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimalist,0.82
Awwwards,,Locomotive,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/68769934f24bc901478833.jpg,https://www.awwwards.com/sites/the-drake-hotel,"Understated website with muted colors, balanced spacing, and an orderly, minimal layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimalist,0.82
Awwwards,,Granyon,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a5856fb81ad353178711.png,https://www.awwwards.com/sites/microbexplorer,"Understated website with muted palette and balanced negative space for a calm, minimal mood.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,coi,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a48d9b8237f880847783.jpg,https://www.awwwards.com/sites/mwh-of-sweden,"Muted, balanced web composition with understated tones and uncluttered layout.",[],"minimal, calm, clean, spacious",unknown,sans-serif,minimalist,0.85
Awwwards,,Rauno Freiberg,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a4477ddb927972382875.png,https://www.awwwards.com/sites/portfolio-2025,"Understated website with muted colors, balanced negative space, and orderly minimal composition.",[],"minimal, calm, spacious, clean",unknown,sans-serif,modern,0.87
Awwwards,,Laborator,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a58aa342c84375328054.jpg,https://www.awwwards.com/sites/furnistor,"Understated, neutral website with a muted palette and balanced, spacious layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimalist,0.82
Awwwards,,Studio 9P,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/6877b57d948ab140539856.jpg,https://www.awwwards.com/sites/yame-the-molazone,"Understated website with muted palette and balanced, spacious layout for a calm, neutral mood.",[],"calm, minimal, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,Ocitocine,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a6fa8d065ca207489553.jpg,https://www.awwwards.com/sites/imagerie-films,"Understated website with muted palette and balanced negative space for a calm, minimal mood.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,TVINENKO,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68acf1a001176035296882.png,https://www.awwwards.com/sites/t-ko-space-2-0,"Understated website with muted palette and balanced negative space for a calm, minimal mood.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,Websmith,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a3fb6e9747f054855998.png,https://www.awwwards.com/sites/tunbridge-gallery,"Muted, undefined website layout with unspecified color palette and structure.",[],"minimal, clean, spacious",unknown,unknown,minimal,0.45
Awwwards,,,,,https://assets.awwwards.com/awards/689b1fa46c5ed1.15986415.png,,"Muted, balanced web composition with understated tones and uncluttered minimal layout.",[],"minimal, calm, clean, spacious",unknown,sans-serif,minimalist,0.82
Awwwards,,Amir Arhami,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a360b51747c921359823.png,https://www.awwwards.com/sites/wyrvox,"Muted, spacious layout with understated colors for a calm and neutral mood.",[],"calm, minimal, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,Cosmos Studio,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/687dfca475bdc593770376.png,https://www.awwwards.com/sites/make-it-real-foundation-merch,"Muted, undefined website layout with unspecified color palette and structure.",[],"minimal, clean, spacious, modern",unknown,sans-serif,minimal,0.45
Awwwards,,WA-STUDIO,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a6c9aa9dfab797939502.jpg,https://www.awwwards.com/sites/year-of-love,"Muted, indeterminate layout with undefined structure and color palette.",[],"minimal, experimental, soft",unknown,unknown,experimental,0.45
Awwwards,,Shimura Tetsuro,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a2c3a990474234243671.png,https://www.awwwards.com/sites/autumn-meteorite-2025-tokyo,"Understated website with a muted palette, balanced spacing, and orderly, minimal composition.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimalist,0.82
Awwwards,,Pixeto,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a2eddcb8d07435807694.png,https://www.awwwards.com/sites/klearmind-clinics,"Muted, neutral web composition with undefined layout and subdued tones.",[],"minimal, calm, soft, neutral",unknown,sans-serif,minimal,0.68
Awwwards,,Psychoactive Studios,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a302829512b233232472.png,https://www.awwwards.com/sites/things-inc,"Understated website with muted colors, balanced spacing, and an orderly, minimal layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.85
Awwwards,,Flexxi,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/689a46bf6920a402826577.png,https://www.awwwards.com/sites/flexxi-design,"Muted, balanced website with understated colors and uncluttered, minimal layout.",[],"minimal, calm, clean, spacious",unknown,sans-serif,minimal,0.82
Awwwards,,Fredge,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a3415a8a2a3919127002.png,https://www.awwwards.com/sites/co-al,"Muted, indeterminate layout with undefined color palette and structure.",[],"minimal, experimental, soft",unknown,unknown,experimental,0.45
Awwwards,,Form&Fun Studio,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/687688b40eda4544983532.jpg,https://www.awwwards.com/sites/form-fun-studio,"Muted, undefined website layout with unspecified color palette and structure.",[],"minimal, clean, spacious, modern",unknown,sans-serif,minimal,0.45
Awwwards,,Roman Burachevsky,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a5ba96c0f24605343950.jpg,https://www.awwwards.com/sites/room,"Muted, undefined website layout with unspecified color palette and structure.",[],"minimal, clean, spacious",unknown,unknown,minimal,0.45
Awwwards,,katefm,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a1181719a69656043250.png,https://www.awwwards.com/sites/thei-care,"Muted, balanced web composition with understated tones and uncluttered minimal layout.",[],"minimal, calm, clean, spacious",unknown,sans-serif,minimalist,0.82
Awwwards,,jovani-reyes,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a25fa5c1fac952755400.png,https://www.awwwards.com/sites/jreyes-mc-portfolio,"Subdued, neutral website with a muted layout and understated mood.",[],"minimal, calm, soft, clean",unknown,sans-serif,minimal,0.78
Awwwards,,ED.,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68b0ef99882cc563316372.jpg,https://www.awwwards.com/sites/itp-renewables,"Understated website with muted colors, balanced negative space, and an orderly, minimal composition.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimalist,0.87
Awwwards,,R&M,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/689f75fc6cb1f246036661.png,https://www.awwwards.com/sites/r-m,"Understated website with muted colors, balanced spacing, and an orderly, minimal layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.85
Awwwards,,Martin Briceno,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/68758a7091297218724774.jpg,https://www.awwwards.com/sites/martin-briceno-portfolio-2,"Understated website with muted colors, balanced spacing, and a neutral, minimal layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimalist,0.85
Awwwards,,Kazuma Takeda,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a17636ae3d0694978353.png,https://www.awwwards.com/sites/my-music-room-live-performances-of-my-arrangements,"Subdued, neutral web composition with undefined layout and indeterminate color palette.",[],"minimal, calm, neutral, soft",unknown,unknown,minimal,0.55
Awwwards,,Alejandro Mejias,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a942901ce01718641895.jpg,https://www.awwwards.com/sites/maggie,"Calm, neutral website with a muted palette and balanced, understated layout.",[],"calm, minimal, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,elinakustlyvy,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a008725ff6d364039603.png,https://www.awwwards.com/sites/product-photographer,"Understated website with muted colors, balanced spacing, and an orderly, minimal layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.85
Awwwards,,Cult Holdings Co.,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/689e3ed5e2d96536074867.png,https://www.awwwards.com/sites/cult-holdings-co,"Understated website with muted colors, balanced spacing, and an orderly, minimal layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimalist,0.82
Awwwards,,Nathan,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/689df0d635d17701459493.jpg,https://www.awwwards.com/sites/possible-finance,"Understated website with muted colors, balanced negative space, and minimal layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimalist,0.82
Awwwards,,The First The Last,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/68714ff388669571466430.png,https://www.awwwards.com/sites/pictoric,"Muted, minimal website with understated colors and balanced, uncluttered layout.",[],"minimal, calm, clean, spacious",unknown,sans-serif,minimal,0.82
Awwwards,,Academy,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a83be42657d036346998.jpg,https://www.awwwards.com/sites/b150,"Mood, color, and layout indeterminate due to missing visual data.",[],"minimal, clean, modern",unknown,unknown,unknown,0.1
Awwwards,,Edoardo Lunardi,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/689c7ba56a803461178933.png,https://www.awwwards.com/sites/cain,"Muted, indeterminate web composition with undefined layout and color palette.",[],"minimal, experimental, soft, clean",unknown,unknown,experimental,0.55
Awwwards,,Liquidink Design,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/689df6dfb7e49890149299.png,https://www.awwwards.com/sites/zenda,"Muted, minimal website with understated colors and balanced, uncluttered layout.",[],"minimal, calm, clean, spacious",unknown,sans-serif,minimalist,0.85
Awwwards,,Mike Kus,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a77dc80e51d888922064.jpg,https://www.awwwards.com/sites/kus-studio-by-mike-kus,"Muted, minimal website with understated colors and balanced, uncluttered composition.",[],"minimal, calm, clean, spacious",unknown,sans-serif,minimalist,0.85
Awwwards,,Enric S Neelamkavil,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a97179b9981380261042.png,https://www.awwwards.com/sites/enric-s-product-designer,"Muted, spacious layout with understated colors for a calm and neutral mood.",[],"calm, minimal, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,Double Play,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/07/6878ecb65f6e4506636696.jpg,https://www.awwwards.com/sites/double-play,"Muted palette and balanced spacing create a clean, uncluttered web layout.",[],"minimal, calm, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,Okey Studio,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/689b88325c4bf174247329.jpg,https://www.awwwards.com/sites/studio-karo,"Muted, undefined layout with unspecified color palette and structure.",[],"minimal, clean, spacious",unknown,unknown,minimal,0.45
Awwwards,,OXYZ3,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/68a6ca616179e575742488.png,https://www.awwwards.com/sites/oxyz3s-official-website,"Muted, indeterminate layout with undefined color palette and structure.",[],"minimal, experimental, soft",unknown,unknown,experimental,0.45
Awwwards,,Toqir Chatha,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/689ba54e5b61d189139448.png,https://www.awwwards.com/sites/vinelayer-0,"Understated web design with muted tones and undefined layout, evoking a restrained, minimal mood.",[],"minimal, calm, soft, clean",unknown,sans-serif,minimalist,0.78
Awwwards,,Lawted,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/6899d915b50ab103076371.png,https://www.awwwards.com/sites/lawted-immersive-3d-story,"Muted, spacious layout with understated colors for a calm and neutral mood.",[],"calm, minimal, spacious, clean",unknown,sans-serif,minimal,0.82
Awwwards,,Tymofii Bak,,,https://assets.awwwards.com/awards/media/cache/thumb_440_330/submissions/2025/08/689c61f22aa5f873796412.png,https://www.awwwards.com/sites/astra,"Muted, minimal website with undefined structure and scarce color information.",[],"minimal, clean, spacious",unknown,sans-serif,minimal,0.62
