source,title,url,image,dominant_colors,color_weights,primary_hex,primary_descriptor,elements,mood_keywords,confidence,caption,tags,cluster
Lapa Ninja (Post),Pirsch,https://www.lapa.ninja/post/pirsch/,https://cdn.lapa.ninja/assets/images/1x/pirsch-thumb.webp,"[""#0c0c0c""]","{""#0c0c0c"": 0.9455}",#0c0c0c,dark neutral,"data table, sidebar, feature list, search bar, footer, chart","modern, cool, professional",0.75,Modern layout featuring a dark neutral theme with a prominent data table and sidebar.,"modern, professional, dark, layout, data-table, sidebar, cool",1
Lapa Ninja (Post),JAM!,https://www.lapa.ninja/post/jam/,https://cdn.lapa.ninja/assets/images/1x/jam-thumb.webp,"[""#ae05fd"", ""#d746f4""]","{""#ae05fd"": 0.6591, ""#d746f4"": 0.1205}",#ae05fd,bright purple,"large typography, rounded buttons, sidebar, video background, feature list, avatar","modern, minimal, cool",0.75,Modern layout with bright purple large typography and rounded buttons.,"modern, minimal, bright-purple, typography, rounded-buttons, video-background",6
Lapa Ninja (Post),Jellypepper,https://www.lapa.ninja/post/jellypepper/,https://cdn.lapa.ninja/assets/images/1x/jellypepper-thumb.webp,"[""#fadfd9"", ""#fcfcfd""]","{""#fadfd9"": 0.5458, ""#fcfcfd"": 0.2884}",#fadfd9,light bright red,"rounded buttons, grid layout, large typography, sidebar, feature list, split screen","modern, professional, minimal",0.75,Modern grid layout with light bright red accents and rounded buttons.,"modern, professional, minimal, grid, rounded-buttons, bright-red",2
Lapa Ninja (Post),Coolection,https://www.lapa.ninja/post/coolection/,https://cdn.lapa.ninja/assets/images/1x/coolection-thumb.webp,"[""#030202"", ""#ebeae9""]","{""#030202"": 0.5574, ""#ebeae9"": 0.1613}",#030202,dark neutral,"large typography, grid layout, icon list, footer, feature list, data table","modern, cool, minimal",0.75,Modern grid layout with dark neutral tones and large typography.,"modern, grid, dark, minimal, typography, cool",4
Lapa Ninja (Post),Superlist,https://www.lapa.ninja/post/superlist/,https://cdn.lapa.ninja/assets/images/1x/superlist-thumb.webp,"[""#171616"", ""#fe5043""]","{""#171616"": 0.481, ""#fe5043"": 0.4625}",#171616,dark gray,"large typography, rounded buttons, sidebar, pricing cards, grid layout, video background","minimal, futuristic, modern",0.74,Modern grid layout with dark gray sidebar and large typography.,"modern, minimal, dark-gray, grid, typography, rounded-buttons",4
Lapa Ninja (Post),Statamic,https://www.lapa.ninja/post/statamic/,https://cdn.lapa.ninja/assets/images/1x/statamic-thumb.webp,"[""#f8fbfc"", ""#40778c""]","{""#f8fbfc"": 0.7371, ""#40778c"": 0.082}",#f8fbfc,light neutral,"feature list, sidebar, search bar, grid layout, avatar, rounded buttons","modern, futuristic, professional",0.75,Modern grid layout with light neutral background and rounded buttons.,"modern, grid, light, rounded-buttons, professional, sidebar",2
Lapa Ninja (Post),Commonry,https://www.lapa.ninja/post/commonry/,https://cdn.lapa.ninja/assets/images/1x/commonry-thumb.webp,"[""#282622"", ""#827c74""]","{""#282622"": 0.3526, ""#827c74"": 0.2013}",#282622,dark gray,"rounded buttons, sidebar, form, large typography, feature list, grid layout","minimal, modern, trustworthy",0.68,Minimal grid layout with dark gray sidebar and large typography features.,"minimal, modern, dark-gray, grid, sidebar, trustworthy",4
Lapa Ninja (Post),First on SoundCloud,https://www.lapa.ninja/post/firston-soundcloud/,https://cdn.lapa.ninja/assets/images/1x/firston-soundcloud-thumb.webp,"[""#080904"", ""#fcf3ed""]","{""#080904"": 0.4332, ""#fcf3ed"": 0.3631}",#080904,dark neutral,"sidebar, video background, two-column layout, split screen, footer, chart","futuristic, retro, cool",0.72,Futuristic split screen layout with dark neutral video background and sidebar elements.,"futuristic, split-screen, dark-neutral, two-column, video, cool",5
Lapa Ninja (Post),Chapter20,https://www.lapa.ninja/post/chapter20care/,https://cdn.lapa.ninja/assets/images/1x/chapter20care-thumb.webp,"[""#f3f1ef"", ""#adc0d0""]","{""#f3f1ef"": 0.357, ""#adc0d0"": 0.2758}",#f3f1ef,light neutral,"grid layout, large typography, sidebar, pricing cards, rounded buttons, feature list","minimal, modern, futuristic",0.68,Minimal grid layout with light neutral tones and large typography alongside rounded buttons.,"minimal, modern, light, grid, typography, rounded-buttons, pricing-cards",3
Lapa Ninja (Post),Abound,https://www.lapa.ninja/post/withabound/,https://cdn.lapa.ninja/assets/images/1x/withabound-thumb.webp,"[""#fefefe"", ""#1a1a24""]","{""#fefefe"": 0.8238, ""#1a1a24"": 0.0712}",#fefefe,light neutral,"feature list, rounded buttons, sidebar, form, grid layout, pricing cards","modern, futuristic, bold",0.75,Modern grid layout with light neutral background and dark sidebar elements.,"modern, grid, light, sidebar, rounded-buttons, bold, pricing-cards",2
Lapa Ninja (Post),DISTANCE,https://www.lapa.ninja/post/distance-store/,https://cdn.lapa.ninja/assets/images/1x/distance-store-thumb.webp,"[""#ebebec"", ""#1c170a""]","{""#ebebec"": 0.6028, ""#1c170a"": 0.1481}",#ebebec,light neutral,"grid layout, footer, rounded buttons, feature list, sidebar, pricing cards","cool, bold, futuristic",0.75,Cool grid layout with light neutral background and rounded buttons.,"cool, bold, light, grid, rounded-buttons, modern, futuristic",2
Lapa Ninja (Post),Kiff,https://www.lapa.ninja/post/kiff/,https://cdn.lapa.ninja/assets/images/1x/kiff-thumb.webp,"[""#000100"", ""#fbbf8b""]","{""#000100"": 0.8121, ""#fbbf8b"": 0.0541}",#000100,dark neutral,"pricing cards, grid layout, sidebar, feature list, top navigation, rounded buttons","minimal, modern, futuristic",0.75,Minimal grid layout with dark neutral pricing cards and rounded buttons.,"minimal, modern, dark, grid, pricing-cards, rounded-buttons, sidebar",7
Lapa Ninja (Post),Roof Studio,https://www.lapa.ninja/post/roofstudio/,https://cdn.lapa.ninja/assets/images/1x/roofstudio-thumb.webp,"[""#f5eae2"", ""#4b4022""]","{""#f5eae2"": 0.419, ""#4b4022"": 0.2754}",#f5eae2,light neutral,"video background, sidebar, large typography, carousel, split screen, rounded buttons","artistic, creative, modern",0.71,Creative split screen layout with light neutral background and large typography.,"artistic, modern, light, split-screen, large-typography, rounded-buttons, video-background",5
Lapa Ninja (Post),Sustainable Menus,https://www.lapa.ninja/post/menudurable/,https://cdn.lapa.ninja/assets/images/1x/menudurable-thumb.webp,"[""#fd6141"", ""#fee6d4""]","{""#fd6141"": 0.4989, ""#fee6d4"": 0.3827}",#fd6141,bright red,"sidebar, pricing cards, large typography, rounded buttons, data table, feature list","futuristic, modern, minimal",0.75,Modern layout with bright red pricing cards and large typography.,"modern, minimal, bright-red, sidebar, pricing-cards, futuristic",7
Lapa Ninja (Post),Onda,https://www.lapa.ninja/post/drinkonda/,https://cdn.lapa.ninja/assets/images/1x/drinkonda-thumb.webp,"[""#84e0ca"", ""#f76294""]","{""#84e0ca"": 0.3156, ""#f76294"": 0.2532}",#84e0ca,bright teal,"sidebar, pricing cards, large typography, video background, split screen, feature list","vibrant, retro, luxury",0.66,Vibrant split screen layout with bright teal sidebar and large typography.,"vibrant, retro, bright-teal, split-screen, typography, luxury",5
Lapa Ninja (Post),Because Animals,https://www.lapa.ninja/post/becauseanimals/,https://cdn.lapa.ninja/assets/images/1x/becauseanimals-thumb.webp,"[""#03984f"", ""#fafcfc""]","{""#03984f"": 0.3071, ""#fafcfc"": 0.4213}",#03984f,bright green,"grid layout, pricing cards, avatar, large typography, sidebar, footer","minimal, futuristic, modern",0.65,Minimal grid layout with bright green pricing cards and large typography.,"minimal, modern, grid, bright-green, pricing-cards, futuristic",7
Lapa Ninja (Post),Charlie Phipps,https://www.lapa.ninja/post/phippscharlie/,https://cdn.lapa.ninja/assets/images/1x/phippscharlie-thumb.webp,"[""#131313"", ""#ffffff""]","{""#131313"": 0.4582, ""#ffffff"": 0.3788}",#131313,dark neutral,"large typography, pricing cards, grid layout, feature list, icon list, sidebar","minimal, futuristic, professional",0.73,Minimal grid layout with dark neutral tones and large typography for clear pricing cards.,"minimal, professional, dark, grid, typography, futuristic",7
Lapa Ninja (Post),Clover,https://www.lapa.ninja/post/cloverapp/,https://cdn.lapa.ninja/assets/images/1x/cloverapp-thumb.webp,"[""#16181a""]","{""#16181a"": 0.9466}",#16181a,dark gray,"rounded buttons, large typography, grid layout, footer, split screen, feature list","modern, minimal, futuristic",0.75,Modern split screen layout with dark gray background and large typography.,"modern, minimal, dark-gray, grid, rounded-buttons, futuristic",0
Lapa Ninja (Post),SPIRAL,https://www.lapa.ninja/post/spiraljournal/,https://cdn.lapa.ninja/assets/images/1x/spiraljournal-thumb.webp,"[""#080907"", ""#422f24""]","{""#080907"": 0.5546, ""#422f24"": 0.2833}",#080907,dark neutral,"large typography, split screen, sidebar, video background, form, two-column layout","professional, retro, minimal",0.75,Professional split screen layout with dark neutral tones and large typography.,"professional, minimal, dark, split-screen, typography, two-column",5
Lapa Ninja (Post),Relate,https://www.lapa.ninja/post/relate-5/,https://cdn.lapa.ninja/assets/images/1x/relate-03-25-2021-thumb.webp,"[""#c9b0f0"", ""#fefefe""]","{""#c9b0f0"": 0.3854, ""#fefefe"": 0.468}",#c9b0f0,bright purple,"rounded buttons, grid layout, large typography, sidebar, feature list, form","futuristic, modern, minimal",0.69,Modern grid layout with bright purple sidebar and large typography.,"modern, grid, bright-purple, rounded-buttons, futuristic, minimal",4
Lapa Ninja (Post),Vera,https://www.lapa.ninja/post/joinvera/,https://cdn.lapa.ninja/assets/images/1x/joinvera-thumb.webp,"[""#000101"", ""#028fa1""]","{""#000101"": 0.4713, ""#028fa1"": 0.2658}",#000101,dark neutral,"large typography, search bar, rounded buttons, footer, grid layout, avatar","minimal, modern, futuristic",0.74,Minimal grid layout with dark neutral tones and large typography.,"minimal, modern, dark, grid, typography, rounded-buttons",4
Lapa Ninja (Post),Flipaclip,https://www.lapa.ninja/post/flipaclip/,https://cdn.lapa.ninja/assets/images/1x/flipaclip-thumb.webp,"[""#fefeff""]","{""#fefeff"": 0.9532}",#fefeff,light neutral,"feature list, top navigation, rounded buttons, split screen, video background, sidebar","minimal, cool, creative",0.75,Minimal layout with light neutral tones featuring a split screen and rounded buttons.,"minimal, cool, creative, split-screen, rounded-buttons, sidebar",0
Lapa Ninja (Post),Matthew Fisher,https://www.lapa.ninja/post/mfisher-2/,https://cdn.lapa.ninja/assets/images/1x/mfisher-03-21-2021-thumb.webp,"[""#edebe7"", ""#161411""]","{""#edebe7"": 0.8281, ""#161411"": 0.0792}",#edebe7,light muted orange,"large typography, sidebar, feature list, icon list, avatar, rounded buttons","artistic, modern, minimal",0.75,Modern layout with light muted orange background and large typography.,"modern, minimal, light, typography, sidebar, rounded-buttons",1
Lapa Ninja (Post),Dan Burrows,https://www.lapa.ninja/post/danburro/,https://cdn.lapa.ninja/assets/images/1x/danburro-thumb.webp,"[""#f6f5ec"", ""#130e09""]","{""#f6f5ec"": 0.579, ""#130e09"": 0.1555}",#f6f5ec,light neutral,"rounded buttons, icon list, sidebar, grid layout, top navigation, large typography","modern, luxury, cool",0.75,Modern grid layout with light neutral background and large typography elements.,"modern, luxury, light, grid, rounded-buttons, sidebar, typography",3
Lapa Ninja (Post),Amigos,https://www.lapa.ninja/post/amigos/,https://cdn.lapa.ninja/assets/images/1x/amigos-thumb.webp,"[""#0b0c14"", ""#d5cbef""]","{""#0b0c14"": 0.696, ""#d5cbef"": 0.1277}",#0b0c14,dark neutral,"large typography, sidebar, rounded buttons, feature list, video background, search bar","creative, cool, retro",0.75,Creative layout with dark neutral tones featuring large typography and a video background.,"creative, cool, dark, retro, typography, video-background, rounded-buttons",6
Lapa Ninja (Post),Garoa Skincare,https://www.lapa.ninja/post/garoaskincare/,https://cdn.lapa.ninja/assets/images/1x/garoaskincare-thumb.webp,"[""#f0ebe7"", ""#180b05""]","{""#f0ebe7"": 0.4137, ""#180b05"": 0.2084}",#f0ebe7,light neutral,"grid layout, sidebar, feature list, pricing cards, rounded buttons, form","minimal, modern, luxury",0.71,Minimal grid layout with light neutral tones and rounded buttons for a modern feel.,"minimal, modern, light, grid, rounded-buttons, luxury, sidebar",2
Lapa Ninja (Post),Realtime Robotics,https://www.lapa.ninja/post/rtr/,https://cdn.lapa.ninja/assets/images/1x/rtr-thumb.webp,"[""#e6e6e6"", ""#151515""]","{""#e6e6e6"": 0.6711, ""#151515"": 0.2565}",#e6e6e6,light gray,"grid layout, large typography, pricing cards, data table, footer, top navigation","modern, minimal, futuristic",0.75,Modern grid layout with light gray background and large typography.,"modern, minimal, light-gray, grid, typography, professional",3
Lapa Ninja (Post),Wax Poetics,https://www.lapa.ninja/post/waxpoetics/,https://cdn.lapa.ninja/assets/images/1x/waxpoetics-thumb.webp,"[""#edeae8"", ""#837380""]","{""#edeae8"": 0.4342, ""#837380"": 0.2609}",#edeae8,light muted orange,"sidebar, two-column layout, icon list, video background, feature list, grid layout","retro, cool, calm",0.72,Two-column layout with light neutral background and a video feature list.,"retro, calm, neutral, grid, sidebar, modern, cool",6
Lapa Ninja (Post),Fat Free,https://www.lapa.ninja/post/hellofatfree/,https://cdn.lapa.ninja/assets/images/1x/hellofatfree-thumb.webp,"[""#ecebe7"", ""#dd9218""]","{""#ecebe7"": 0.6073, ""#dd9218"": 0.1148}",#ecebe7,light muted yellow,"video background, sidebar, avatar, large typography, split screen, hero image","modern, professional, futuristic",0.75,Modern split screen layout with light muted yellow hero and large typography.,"modern, professional, light, split-screen, hero, video-background",5
Lapa Ninja (Post),Gareth Hughes,https://www.lapa.ninja/post/gareth-hughes/,https://cdn.lapa.ninja/assets/images/1x/gareth-hughes-thumb.webp,"[""#030303""]","{""#030303"": 0.9446}",#030303,dark neutral,"large typography, video background, avatar, rounded buttons, footer, feature list","creative, artistic, cool",0.75,Creative layout with dark neutral tones featuring large typography and a video background.,"creative, artistic, dark, video-background, typography, rounded-buttons, modern",6
Lapa Ninja (Post),Reclaim,https://www.lapa.ninja/post/reclaimai/,https://cdn.lapa.ninja/assets/images/1x/reclaimai-thumb.webp,"[""#5762e8"", ""#dda0b5""]","{""#5762e8"": 0.369, ""#dda0b5"": 0.3565}",#5762e8,bright blue,"rounded buttons, grid layout, large typography, form, footer, sidebar","modern, minimal, calm",0.68,Modern grid layout with bright blue accents and rounded buttons.,"modern, minimal, bright-blue, grid, rounded-buttons, calm",2
Lapa Ninja (Post),Stacks,https://www.lapa.ninja/post/stacks/,https://cdn.lapa.ninja/assets/images/1x/stacks-thumb.webp,"[""#fcfcfc"", ""#7b71dd""]","{""#fcfcfc"": 0.6145, ""#7b71dd"": 0.1615}",#fcfcfc,light neutral,"rounded buttons, feature list, icon list, sidebar, cta button, grid layout","modern, futuristic, minimal",0.75,Modern grid layout with light neutral background and rounded buttons.,"modern, minimal, light, grid, rounded-buttons, sidebar",2
Lapa Ninja (Post),VoetsDesign,https://www.lapa.ninja/post/voetsdesign/,https://cdn.lapa.ninja/assets/images/1x/voetsdesign-thumb.webp,"[""#060e1f"", ""#38244a""]","{""#060e1f"": 0.8742, ""#38244a"": 0.0938}",#060e1f,dark neutral,"rounded buttons, grid layout, large typography, pricing cards, feature list, sidebar","modern, futuristic, minimal",0.75,Modern grid layout with dark neutral tones and large typography.,"modern, grid, dark-neutral, rounded-buttons, minimal, futuristic",4
Lapa Ninja (Post),Ghost 4.0,https://www.lapa.ninja/post/ghost/,https://cdn.lapa.ninja/assets/images/1x/ghost-03-17-2021-thumb.webp,"[""#b8968f"", ""#faf9fb""]","{""#b8968f"": 0.1895, ""#faf9fb"": 0.4949}",#b8968f,muted red,"grid layout, feature list, search bar, sidebar, rounded buttons, footer","modern, futuristic, minimal",0.59,Modern grid layout with light neutral background and rounded buttons.,"modern, grid, light, minimal, rounded-buttons, sidebar, footer",2
